NO_IES,SG_UF_IES,TP_CATEGORIA_ADMINISTRATIVA,QT_TEC_TOTAL,QT_DOC_TOTAL,QT_DOC_EX_DOUT,QT_DOC_EX_MEST,QT_PERIODICO_ELETRONICO,QT_LIVRO_ELETRONICO,IN_ACESSO_PORTAL_CAPES,IN_REPOSITORIO_INSTITUCIONAL,IN_SERVICO_INTERNET,idade,genero,cor_raca,estado,nivel_ensino,situacao_trabalho,setor,tamanho_empresa,cargo,nivel_cargo,faixa_salarial,exp_dados,exp_ti,satisfacao,motivo_insatisfacao,modelo_trabalho,modelo_ideal,layoff,sql,r,python,c_cpp_csharp,dotnet,java,javascript,linguagem_principal,mysql,sql_server,postgresql,bigquery,snowflake,databricks,azure,aws,gcp,powerbi,tableau,looker,looker_studio,excel_planilhas,ia_prioridade,ia_uso_independente,ia_uso_centralizado,ia_copilots,ia_produtos_externos,ia_produtos_internos,ia_principal_negocio,ia_nao_prioridade,ia_nao_sabe,ia_nao_usa,ia_gratuita,ia_paga_pessoal,ia_paga_empresa,ia_usa_copilot,tamanho_empresa_cat,satisfacao_binaria,salario_medio,exp_dados_num,exp_ti_num,nivel_ia,Contextualizacao
FACULDADE EVANGÉLICA DE GOIANÉSIA,GO,5,27,89,20,41,36,9578,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IA Generativa: Análise dos desafios enfrentados por profissionais juniores e microempresas, incluindo barreiras financeiras, estruturais e a exigência de experiência para a adoção de tecnologias disruptivas no mercado."
CENTRO UNIVERSITÁRIO GUAIRACÁ,PR,4,54,104,35,40,1291,5728,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IA Generativa: Análise dos desafios enfrentados por profissionais juniores e microempresas, incluindo barreiras financeiras, estruturais e a exigência de experiência para a adoção de tecnologias disruptivas no mercado."
Centro Universitário Senac RS,RS,5,86,72,14,47,15,13300,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IA Generativa: Análise dos desafios enfrentados por profissionais juniores e microempresas, incluindo barreiras financeiras, estruturais e a exigência de experiência para a adoção de tecnologias disruptivas no mercado."
FACULDADE DE TECNOLOGIA DA PARAÍBA,PB,4,41,10,5,5,12749,13562,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IA Generativa: Análise dos desafios enfrentados por profissionais juniores e microempresas, incluindo barreiras financeiras, estruturais e a exigência de experiência para a adoção de tecnologias disruptivas no mercado."
FACULDADE DE DIREITO DE ALTA FLORESTA,MT,5,25,40,4,13,536,15225,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IA Generativa: Análise dos desafios enfrentados por profissionais juniores e microempresas, incluindo barreiras financeiras, estruturais e a exigência de experiência para a adoção de tecnologias disruptivas no mercado."
INSTITUTO DE EDUCAÇÃO SUPERIOR DE POUSO ALEGRE,MG,4,6,13,0,9,5,2216,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IA Generativa: Análise dos desafios enfrentados por profissionais juniores e microempresas, incluindo barreiras financeiras, estruturais e a exigência de experiência para a adoção de tecnologias disruptivas no mercado."
FACULDADE EVOLUÇÃO,SP,4,8,4,1,3,18,9870,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IA Generativa: Análise dos desafios enfrentados por profissionais juniores e microempresas, incluindo barreiras financeiras, estruturais e a exigência de experiência para a adoção de tecnologias disruptivas no mercado."
Faculdade IPEMED de Ciências Médicas,MG,4,107,5,1,2,12417,13394,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IA Generativa: Análise dos desafios enfrentados por profissionais juniores e microempresas, incluindo barreiras financeiras, estruturais e a exigência de experiência para a adoção de tecnologias disruptivas no mercado."
CENTRO UNIVERSITÁRIO FACVEST,SC,4,165,274,114,149,23208,30807,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IA Generativa: Análise dos desafios enfrentados por profissionais juniores e microempresas, incluindo barreiras financeiras, estruturais e a exigência de experiência para a adoção de tecnologias disruptivas no mercado."
FACULDADE BAIANA DE DIREITO E GESTÃO,BA,4,91,62,26,29,40,29,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IA Generativa: Análise dos desafios enfrentados por profissionais juniores e microempresas, incluindo barreiras financeiras, estruturais e a exigência de experiência para a adoção de tecnologias disruptivas no mercado."
FACULDADE IBRA DE BRASÍLIA,DF,4,82,16,0,10,20,10980,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IA Generativa: Análise dos desafios enfrentados por profissionais juniores e microempresas, incluindo barreiras financeiras, estruturais e a exigência de experiência para a adoção de tecnologias disruptivas no mercado."
FACULDADE LUCIANO FEIJÃO,CE,5,110,139,44,75,110,10000,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IA Generativa: Análise dos desafios enfrentados por profissionais juniores e microempresas, incluindo barreiras financeiras, estruturais e a exigência de experiência para a adoção de tecnologias disruptivas no mercado."
CENTRO UNIVERSITÁRIO MAUÁ DE BRASÍLIA,DF,4,29,38,5,12,15000,10000,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IA Generativa: Análise dos desafios enfrentados por profissionais juniores e microempresas, incluindo barreiras financeiras, estruturais e a exigência de experiência para a adoção de tecnologias disruptivas no mercado."
INSTITUTO FLORENCE DE ENSINO SUPERIOR,MA,4,61,128,29,62,258,16580,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IA Generativa: Análise dos desafios enfrentados por profissionais juniores e microempresas, incluindo barreiras financeiras, estruturais e a exigência de experiência para a adoção de tecnologias disruptivas no mercado."
Faculdade Unyleya,RJ,4,387,56,29,25,450,15469,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IA Generativa: Análise dos desafios enfrentados por profissionais juniores e microempresas, incluindo barreiras financeiras, estruturais e a exigência de experiência para a adoção de tecnologias disruptivas no mercado."
FACULDADE MAUÁ DE GOIÁS,GO,4,70,21,1,5,259,15000,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IA Generativa: Análise dos desafios enfrentados por profissionais juniores e microempresas, incluindo barreiras financeiras, estruturais e a exigência de experiência para a adoção de tecnologias disruptivas no mercado."
Centro Universitário Maurício de Nassau de Campina Grande,PB,4,98,122,42,57,100000,100000,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IA Generativa: Análise dos desafios enfrentados por profissionais juniores e microempresas, incluindo barreiras financeiras, estruturais e a exigência de experiência para a adoção de tecnologias disruptivas no mercado."
Centro Universitário FIS,PE,4,62,171,27,72,3917,12587,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IA Generativa: Análise dos desafios enfrentados por profissionais juniores e microempresas, incluindo barreiras financeiras, estruturais e a exigência de experiência para a adoção de tecnologias disruptivas no mercado."
Faculdade Paulista de Comunicação,SP,5,4,18,4,11,435,234,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IA Generativa: Análise dos desafios enfrentados por profissionais juniores e microempresas, incluindo barreiras financeiras, estruturais e a exigência de experiência para a adoção de tecnologias disruptivas no mercado."
FACULDADE DE TECNOLOGIA SENAI ROBERTO MANGE,GO,5,13,15,5,3,40,14000,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IA Generativa: Análise dos desafios enfrentados por profissionais juniores e microempresas, incluindo barreiras financeiras, estruturais e a exigência de experiência para a adoção de tecnologias disruptivas no mercado."
CENTRO UNIVERSITÁRIO ARNALDO HORÁCIO FERREIRA,BA,4,40,88,13,26,1470,4000,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IA Generativa: Análise dos desafios enfrentados por profissionais juniores e microempresas, incluindo barreiras financeiras, estruturais e a exigência de experiência para a adoção de tecnologias disruptivas no mercado."
INSTITUTO DE EDUCAÇÃO SUPERIOR RAIMUNDO SÁ,PI,4,23,70,5,42,217,7510,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IA Generativa: Análise dos desafios enfrentados por profissionais juniores e microempresas, incluindo barreiras financeiras, estruturais e a exigência de experiência para a adoção de tecnologias disruptivas no mercado."
FACULDADE MÉTODO DE SÃO PAULO,SP,4,52,48,10,25,384,15300,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IA Generativa: Análise dos desafios enfrentados por profissionais juniores e microempresas, incluindo barreiras financeiras, estruturais e a exigência de experiência para a adoção de tecnologias disruptivas no mercado."
Faculdade Anhanguera de Indaiatuba,SP,4,39,80,44,9,32908,263916,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IA Generativa: Análise dos desafios enfrentados por profissionais juniores e microempresas, incluindo barreiras financeiras, estruturais e a exigência de experiência para a adoção de tecnologias disruptivas no mercado."
FACULDADE ALIANÇA DE ITABERAI,GO,4,8,2,0,0,100,10,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IA Generativa: Análise dos desafios enfrentados por profissionais juniores e microempresas, incluindo barreiras financeiras, estruturais e a exigência de experiência para a adoção de tecnologias disruptivas no mercado."
FACULDADE DE ENSINO SUPERIOR SANTA BARBARA,SP,5,36,90,18,39,0,13019,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IA Generativa: Análise dos desafios enfrentados por profissionais juniores e microempresas, incluindo barreiras financeiras, estruturais e a exigência de experiência para a adoção de tecnologias disruptivas no mercado."
FACULDADE SENAC TUBARÃO,SC,5,34,37,1,8,15200,7150,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IA Generativa: Análise dos desafios enfrentados por profissionais juniores e microempresas, incluindo barreiras financeiras, estruturais e a exigência de experiência para a adoção de tecnologias disruptivas no mercado."
FACULDADE SENAC CHAPECÓ,SC,5,33,19,3,13,7150,15200,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IA Generativa: Análise dos desafios enfrentados por profissionais juniores e microempresas, incluindo barreiras financeiras, estruturais e a exigência de experiência para a adoção de tecnologias disruptivas no mercado."
FACULDADE SENAC BLUMENAU,SC,5,73,119,6,43,7150,15200,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IA Generativa: Análise dos desafios enfrentados por profissionais juniores e microempresas, incluindo barreiras financeiras, estruturais e a exigência de experiência para a adoção de tecnologias disruptivas no mercado."
FACULDADE EDUCACIONAL JURÍDICA E GERENCIAL DE OLIVEIRA,MG,5,17,26,2,21,15,14000,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IA Generativa: Análise dos desafios enfrentados por profissionais juniores e microempresas, incluindo barreiras financeiras, estruturais e a exigência de experiência para a adoção de tecnologias disruptivas no mercado."
FACULDADES INTEGRADAS DE CATAGUASES,MG,5,13,34,7,16,907,15224,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IA Generativa: Análise dos desafios enfrentados por profissionais juniores e microempresas, incluindo barreiras financeiras, estruturais e a exigência de experiência para a adoção de tecnologias disruptivas no mercado."
CENTRO UNIVERSITÁRIO SENAI CIMATEC,BA,5,41,176,84,55,10,25000,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IA Generativa: Análise dos desafios enfrentados por profissionais juniores e microempresas, incluindo barreiras financeiras, estruturais e a exigência de experiência para a adoção de tecnologias disruptivas no mercado."
CENTRO UNIVERSITÁRIO DE CARATINGA,MG,5,1144,192,40,66,75,22543,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IA Generativa: Análise dos desafios enfrentados por profissionais juniores e microempresas, incluindo barreiras financeiras, estruturais e a exigência de experiência para a adoção de tecnologias disruptivas no mercado."
CENTRO SUPERIOR DE ENSINO E PESQUISA DE MACHADO,MG,5,15,28,12,9,18200,1500,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IA Generativa: Análise dos desafios enfrentados por profissionais juniores e microempresas, incluindo barreiras financeiras, estruturais e a exigência de experiência para a adoção de tecnologias disruptivas no mercado."
UNIVERSIDADE DE RIO VERDE,GO,3,441,444,167,201,400,27736,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IA Generativa: Análise dos desafios enfrentados por profissionais juniores e microempresas, incluindo barreiras financeiras, estruturais e a exigência de experiência para a adoção de tecnologias disruptivas no mercado."
FACULDADE DE TECNOLOGIA DO AMAPÁ,AP,4,29,58,12,30,257,13652,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IA Generativa: Análise dos desafios enfrentados por profissionais juniores e microempresas, incluindo barreiras financeiras, estruturais e a exigência de experiência para a adoção de tecnologias disruptivas no mercado."
FACULDADE CCI,DF,4,11,33,3,17,135,5000,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IA Generativa: Análise dos desafios enfrentados por profissionais juniores e microempresas, incluindo barreiras financeiras, estruturais e a exigência de experiência para a adoção de tecnologias disruptivas no mercado."
CENTRO UNIVERSITÁRIO DE FORMIGA,MG,5,79,94,31,50,675,12000,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IA Generativa: Análise dos desafios enfrentados por profissionais juniores e microempresas, incluindo barreiras financeiras, estruturais e a exigência de experiência para a adoção de tecnologias disruptivas no mercado."
CENTRO UNIVERSITÁRIO SENAC,SP,5,832,504,130,248,8020,22089,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IA Generativa: Análise dos desafios enfrentados por profissionais juniores e microempresas, incluindo barreiras financeiras, estruturais e a exigência de experiência para a adoção de tecnologias disruptivas no mercado."
FACULDADE INSTITUTO SUPERIOR DE EDUCAÇÃO DO PARANÁ - FAINSEP,PR,5,15,16,2,9,26,1889,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IA Generativa: Análise dos desafios enfrentados por profissionais juniores e microempresas, incluindo barreiras financeiras, estruturais e a exigência de experiência para a adoção de tecnologias disruptivas no mercado."
CENTRO UNIVERSITÁRIO GOYAZES,GO,4,83,94,23,41,80,11550,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IA Generativa: Análise dos desafios enfrentados por profissionais juniores e microempresas, incluindo barreiras financeiras, estruturais e a exigência de experiência para a adoção de tecnologias disruptivas no mercado."
FACULDADE SENAC PERNAMBUCO,PE,5,23,67,6,36,3,1290,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IA Generativa: Análise dos desafios enfrentados por profissionais juniores e microempresas, incluindo barreiras financeiras, estruturais e a exigência de experiência para a adoção de tecnologias disruptivas no mercado."
INSTITUTO INFNET RIO DE JANEIRO,RJ,4,72,193,28,54,20436,46855,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IA Generativa: Análise dos desafios enfrentados por profissionais juniores e microempresas, incluindo barreiras financeiras, estruturais e a exigência de experiência para a adoção de tecnologias disruptivas no mercado."
FACULDADE DE ENSINO SUPERIOR DO INTERIOR PAULISTA,SP,4,24,82,15,34,120,14500,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IA Generativa: Análise dos desafios enfrentados por profissionais juniores e microempresas, incluindo barreiras financeiras, estruturais e a exigência de experiência para a adoção de tecnologias disruptivas no mercado."
"FATECE - FACULDADE DE TECNOLOGIA, CIÊNCIAS E EDUCAÇÃO",SP,4,16,29,13,11,531,16000,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IA Generativa: Análise dos desafios enfrentados por profissionais juniores e microempresas, incluindo barreiras financeiras, estruturais e a exigência de experiência para a adoção de tecnologias disruptivas no mercado."
FACULDADE DE TECNOLOGIA ESTÁCIO DE CURITIBA,PR,4,83,16,11,5,36000,25000,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IA Generativa: Análise dos desafios enfrentados por profissionais juniores e microempresas, incluindo barreiras financeiras, estruturais e a exigência de experiência para a adoção de tecnologias disruptivas no mercado."
CENTRO UNIVERSITÁRIO METODISTA,RS,5,23,50,28,21,1174,12799,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IA Generativa: Análise dos desafios enfrentados por profissionais juniores e microempresas, incluindo barreiras financeiras, estruturais e a exigência de experiência para a adoção de tecnologias disruptivas no mercado."
FACULDADE ANHANGUERA DE RIO CLARO,SP,4,7,36,16,10,32908,263916,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IA Generativa: Análise dos desafios enfrentados por profissionais juniores e microempresas, incluindo barreiras financeiras, estruturais e a exigência de experiência para a adoção de tecnologias disruptivas no mercado."
CENTRO UNIVERSITÁRIO PADRE ANCHIETA,SP,4,184,269,89,116,0,13183,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IA Generativa: Análise dos desafios enfrentados por profissionais juniores e microempresas, incluindo barreiras financeiras, estruturais e a exigência de experiência para a adoção de tecnologias disruptivas no mercado."
FACULDADE DE TECNOLOGIA DE GARÇA,SP,2,19,60,20,23,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IA Generativa: Análise dos desafios enfrentados por profissionais juniores e microempresas, incluindo barreiras financeiras, estruturais e a exigência de experiência para a adoção de tecnologias disruptivas no mercado."
FACULDADE DE TECNOLOGIA DE JUNDIAÍ,SP,2,15,88,21,49,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IA Generativa: Análise dos desafios enfrentados por profissionais juniores e microempresas, incluindo barreiras financeiras, estruturais e a exigência de experiência para a adoção de tecnologias disruptivas no mercado."
FACULDADE DE TECNOLOGIA DE MAUÁ,SP,2,13,154,36,63,1459,1459,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IA Generativa: Análise dos desafios enfrentados por profissionais juniores e microempresas, incluindo barreiras financeiras, estruturais e a exigência de experiência para a adoção de tecnologias disruptivas no mercado."
FACULDADE DE TECNOLOGIA DE MOCOCA,SP,2,14,55,17,27,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IA Generativa: Análise dos desafios enfrentados por profissionais juniores e microempresas, incluindo barreiras financeiras, estruturais e a exigência de experiência para a adoção de tecnologias disruptivas no mercado."
FACULDADE DE TECNOLOGIA ZONA LESTE,SP,2,22,180,55,91,42,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IA Generativa: Análise dos desafios enfrentados por profissionais juniores e microempresas, incluindo barreiras financeiras, estruturais e a exigência de experiência para a adoção de tecnologias disruptivas no mercado."
CENTRO UNIVERSITÁRIO FLUMINENSE,RJ,5,58,103,15,52,4,13972,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IA Generativa: Análise dos desafios enfrentados por profissionais juniores e microempresas, incluindo barreiras financeiras, estruturais e a exigência de experiência para a adoção de tecnologias disruptivas no mercado."
CENTRO UNIVERSITÁRIO ANHANGUERA DE FORTALEZA,CE,4,41,74,47,13,32908,263916,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IA Generativa: Análise dos desafios enfrentados por profissionais juniores e microempresas, incluindo barreiras financeiras, estruturais e a exigência de experiência para a adoção de tecnologias disruptivas no mercado."
Centro Universitário UniCuritiba,PR,4,81,59,35,22,22000,34357,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IA Generativa: Análise dos desafios enfrentados por profissionais juniores e microempresas, incluindo barreiras financeiras, estruturais e a exigência de experiência para a adoção de tecnologias disruptivas no mercado."
"FACULDADE DE SAÚDE, CIÊNCIAS E TECNOLOGIA - FACESB",SP,4,6,29,3,8,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IA Generativa: Análise dos desafios enfrentados por profissionais juniores e microempresas, incluindo barreiras financeiras, estruturais e a exigência de experiência para a adoção de tecnologias disruptivas no mercado."
