Estado,Idade,Genero,Raca_cor,Satisfacao_atual,Fatores_satisfacao,Motivos_insatisfacao,Nivel_experiencia,Tempo_experiencia_dados,Faixa_salarial,Ferramentas_utilizadas,Cargo_atual,Uso_IA_Generativa,Finalidade_IA_Generativa,Barreiras_IA_Generativa,Tamanho_empresa,Setor_empresa,Equipe_dados,Prioridade_IA
PR,21,Masculino,Parda,1.0,"Plano de carreira e oportunidades de crescimento profissional, Remuneração/Salário, Ambiente e clima de trabalho",Não informado,Júnior,de 3 a 4 anos,de R$ 2.001/mês a R$ 3.000/mês,"R, Python, SQL",Analista de BI/BI Analyst,"Utilizo apenas soluções gratuitas (como por exemplo o ChatGPT), para me ajudar a ser mais produtivo no dia a dia.","Não tenho visto soluções de IA Generatica e LLMs sendo tradadas como prioridade pela empresa e pessoas, os poucos casos de uso são isolados ou ainda estão muito no início.",Não informado,de 501 a 1.000,Finanças ou Bancos,Não informado,Não informado
MS,35,Masculino,Parda,0.0,Oportunidade de aprendizado e trabalhar com referências na área,Salário atual não corresponde ao mercado,Sênior,de 3 a 4 anos,de R$ 8.001/mês a R$ 12.000/mês,SQL,Analista de Dados/Data Analyst,"Utilizo apenas soluções gratuitas (como por exemplo o ChatGPT), para me ajudar a ser mais produtivo no dia a dia.","Colaboradores utilizando soluções baseadas em AI Generativa (como o ChatGPT por exemplo) de forma independente, com o objetivo de melhorar sua produtividade no dia a dia, sem um direcionamento centralizado.",Não informado,Acima de 3.000,Agronegócios,Não informado,Não informado
CE,28,Masculino,Parda,1.0,"Remuneração/Salário, Benefícios, Qualidade dos gestores e líderes",Não informado,Não informado,de 5 a 6 anos,de R$ 12.001/mês a R$ 16.000/mês,Não informado,Não informado,Não informado,Não informado,"Falta de compreensão dos casos de uso., Baixa qualidade e/ou falta de confiabilidade das saídas (alucinação dos modelos)., Retorno sobre investimento (ROI) não comprovado de IA Generativa.",Acima de 3.000,Área da Saúde,51 - 100,"Mais ou menos... É uma das várias iniciativas que estamos impulsionando, mas não é uma prioridade (iniciativas isoladas e pouco foco)."
PA,22,Masculino,Preta,1.0,"Remuneração/Salário, Flexibilidade de trabalho remoto, Oportunidade de aprendizado e trabalhar com referências na área",Não informado,Júnior,de 1 a 2 anos,de R$ 4.001/mês a R$ 6.000/mês,"SQL, Python",Analista de Dados/Data Analyst,"Utilizo apenas soluções gratuitas (como por exemplo o ChatGPT), para me ajudar a ser mais produtivo no dia a dia.","Não tenho visto soluções de IA Generatica e LLMs sendo tradadas como prioridade pela empresa e pessoas, os poucos casos de uso são isolados ou ainda estão muito no início.",Não informado,Acima de 3.000,Indústria,Não informado,Não informado
SP,33,Masculino,Parda,1.0,"Flexibilidade de trabalho remoto, Remuneração/Salário, Plano de carreira e oportunidades de crescimento profissional",Não informado,Não informado,de 1 a 2 anos,de R$ 6.001/mês a R$ 8.000/mês,Não informado,Não informado,Não informado,Não informado,"Incerteza em relação a regulamentação ou questões regulatórias., Preocupações com segurança e privacidade de dados., Preocupações com propriedade intelectual (ou seja, tipo de dados usados para treinar um modelo de terceiros).",de 6 a 10,Área de Consultoria,1 - 3,"Sim, está entre nossas principais prioridades para os próximos 2-4 anos (com discussões de iniciativas e orçamentos de curto a médio prazo)."
MG,20,Masculino,Branca,1.0,Plano de carreira e oportunidades de crescimento profissional,Não informado,Júnior,Menos de 1 ano,de R$ 2.001/mês a R$ 3.000/mês,"SQL, Python",Analista de BI/BI Analyst,"Utilizo apenas soluções gratuitas (como por exemplo o ChatGPT), para me ajudar a ser mais produtivo no dia a dia.",Não sei opinar.,Não informado,de 1.001 a 3.000,Finanças ou Bancos,Não informado,Não informado
SP,38,Masculino,Branca,0.0,"Propósito do trabalho e da empresa, Remuneração/Salário, Flexibilidade de trabalho remoto","Gostaria de trabalhar em em outra área de atuação, Falta de reconhecimento",Sênior,Mais de 10 anos,de R$ 20.001/mês a R$ 25.000/mês,"SQL, Python, Scala",Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas,Não utilizo nenhum tipo de solução de IA Generativa para melhorar a produtividade no dia a dia.,"Uma ou mais equipes testando e aplicando soluções de AI Generativa e LLMs, com o objetivo de propor melhorias e inovações para impulsionar a diferenciação de produtos oferecidos para os clientes finais (exemplo: novos recursos, produtos, serviços etc), Colaboradores utilizando soluções baseadas em AI Generativa (como o ChatGPT por exemplo) de forma independente, com o objetivo de melhorar sua produtividade no dia a dia, sem um direcionamento centralizado., Uma ou mais equipes testando e aplicando soluções de AI Generativa e LLMs, com o objetivo de aumentar a eficiencia de processos internos (como produtividade das equipes internas, ou melhoria de processos existentes).",Não informado,Acima de 3.000,Finanças ou Bancos,Não informado,Não informado
MG,31,Feminino,Branca,1.0,"Remuneração/Salário, Flexibilidade de trabalho remoto, Plano de carreira e oportunidades de crescimento profissional",Não informado,Sênior,Mais de 10 anos,de R$ 12.001/mês a R$ 16.000/mês,"SQL, Python",Analista de Dados/Data Analyst,Não utilizo nenhum tipo de solução de IA Generativa para melhorar a produtividade no dia a dia.,"Uma ou mais equipes testando e aplicando soluções de AI Generativa e LLMs, com o objetivo de aumentar a eficiencia de processos internos (como produtividade das equipes internas, ou melhoria de processos existentes).",Não informado,de 501 a 1.000,Tecnologia/Fábrica de Software,Não informado,Não informado
SP,37,Feminino,Branca,0.0,"Remuneração/Salário, Benefícios, Propósito do trabalho e da empresa","Não tenho uma boa relação com meu líder/gestor, O clima de trabalho/ambiente não é bom, Falta de maturidade analítica na empresa",Júnior,de 1 a 2 anos,de R$ 4.001/mês a R$ 6.000/mês,SQL,Analista de BI/BI Analyst,Não utilizo nenhum tipo de solução de IA Generativa para melhorar a produtividade no dia a dia.,"Uma ou mais equipes testando e aplicando soluções de AI Generativa e LLMs, com o objetivo de propor melhorias e inovações para impulsionar a diferenciação de produtos oferecidos para os clientes finais (exemplo: novos recursos, produtos, serviços etc)",Não informado,Acima de 3.000,Finanças ou Bancos,Não informado,Não informado
RJ,49,Masculino,Parda,0.0,"Flexibilidade de trabalho remoto, Remuneração/Salário, Benefícios","Falta de oportunidade de crescimento no emprego atual, Gostaria de trabalhar em em outra área de atuação, Falta de maturidade analítica na empresa",Sênior,Não tenho experiência na área de dados,de R$ 12.001/mês a R$ 16.000/mês,Não utilizo nenhuma das linguagens listadas,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,"Utilizo apenas soluções gratuitas (como por exemplo o ChatGPT), para me ajudar a ser mais produtivo no dia a dia.","Não tenho visto soluções de IA Generatica e LLMs sendo tradadas como prioridade pela empresa e pessoas, os poucos casos de uso são isolados ou ainda estão muito no início.",Não informado,de 1.001 a 3.000,Tecnologia/Fábrica de Software,Não informado,Não informado
MG,30,Masculino,Parda,1.0,"Remuneração/Salário, Flexibilidade de trabalho remoto, Qualidade dos gestores e líderes",Não informado,Não informado,de 5 a 6 anos,de R$ 12.001/mês a R$ 16.000/mês,Não informado,Não informado,Não informado,Não informado,Baixa capacidade de entregar resultados no contexto da empresa,de 51 a 100,Área de Consultoria,21 - 50,Não é uma iniciativa que estamos focando e não tem sido uma prioridade.
SP,25,Feminino,Parda,1.0,"Flexibilidade de trabalho remoto, Propósito do trabalho e da empresa, Remuneração/Salário",Não informado,Pleno,de 3 a 4 anos,de R$ 4.001/mês a R$ 6.000/mês,"JavaScript, SQL, Python",Analista de Dados/Data Analyst,"Utilizo soluções no estilo ""Copilot"" (exemplo: Github Copilot, Amazon CodeWhisperer ou ChatGPT Plus) para ter mais produtividade no dia a dia.","Não tenho visto soluções de IA Generatica e LLMs sendo tradadas como prioridade pela empresa e pessoas, os poucos casos de uso são isolados ou ainda estão muito no início.",Não informado,de 1 a 5,Educação,Não informado,Não informado
PA,22,Masculino,Parda,1.0,"Remuneração/Salário, Flexibilidade de trabalho remoto, Qualidade dos gestores e líderes",Não informado,Júnior,de 1 a 2 anos,Menos de R$ 1.000/mês,"R, Python, SQL",Estatístico,"Utilizo apenas soluções gratuitas (como por exemplo o ChatGPT), para me ajudar a ser mais produtivo no dia a dia.","Não tenho visto soluções de IA Generatica e LLMs sendo tradadas como prioridade pela empresa e pessoas, os poucos casos de uso são isolados ou ainda estão muito no início.",Não informado,de 51 a 100,Setor Público,Não informado,Não informado
PR,31,Feminino,Branca,1.0,"Oportunidade de aprendizado e trabalhar com referências na área, Remuneração/Salário, Maturidade da empresa em termos de tecnologia e dados",Não informado,Pleno,de 3 a 4 anos,de R$ 8.001/mês a R$ 12.000/mês,"SQL, Python",Analista de BI/BI Analyst,"Utilizo apenas soluções gratuitas (como por exemplo o ChatGPT), para me ajudar a ser mais produtivo no dia a dia.","Colaboradores utilizando soluções baseadas em AI Generativa (como o ChatGPT por exemplo) de forma independente, com o objetivo de melhorar sua produtividade no dia a dia, sem um direcionamento centralizado.",Não informado,de 101 a 500,Tecnologia/Fábrica de Software,Não informado,Não informado
SP,33,Masculino,Branca,1.0,"Flexibilidade de trabalho remoto, Ambiente e clima de trabalho, Plano de carreira e oportunidades de crescimento profissional",Não informado,Sênior,de 4 a 6 anos,de R$ 8.001/mês a R$ 12.000/mês,"SQL, Python",Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Não utilizo nenhum tipo de solução de IA Generativa para melhorar a produtividade no dia a dia.,"Colaboradores utilizando soluções baseadas em AI Generativa (como o ChatGPT por exemplo) de forma independente, com o objetivo de melhorar sua produtividade no dia a dia, sem um direcionamento centralizado., Uma ou mais equipes testando e aplicando soluções de AI Generativa e LLMs, com o objetivo de propor melhorias e inovações para impulsionar a diferenciação de produtos oferecidos para os clientes finais (exemplo: novos recursos, produtos, serviços etc), Uma ou mais equipes testando e aplicando soluções de AI Generativa e LLMs, com o objetivo de aumentar a eficiencia de processos internos (como produtividade das equipes internas, ou melhoria de processos existentes).",Não informado,de 101 a 500,Finanças ou Bancos,Não informado,Não informado
SP,34,Masculino,Amarela,1.0,"Remuneração/Salário, Ambiente e clima de trabalho, Plano de carreira e oportunidades de crescimento profissional",Não informado,Pleno,de 3 a 4 anos,de R$ 6.001/mês a R$ 8.000/mês,"SQL, Python",Analista de Dados/Data Analyst,Não utilizo nenhum tipo de solução de IA Generativa para melhorar a produtividade no dia a dia.,"Não tenho visto soluções de IA Generatica e LLMs sendo tradadas como prioridade pela empresa e pessoas, os poucos casos de uso são isolados ou ainda estão muito no início.",Não informado,de 1.001 a 3.000,Internet/Ecommerce,Não informado,Não informado
SC,34,Masculino,Branca,1.0,Plano de carreira e oportunidades de crescimento profissional,Não informado,Pleno,de 1 a 2 anos,de R$ 4.001/mês a R$ 6.000/mês,Python,Analista de Dados/Data Analyst,"Utilizo apenas soluções gratuitas (como por exemplo o ChatGPT), para me ajudar a ser mais produtivo no dia a dia.","Colaboradores utilizando soluções baseadas em AI Generativa (como o ChatGPT por exemplo) de forma independente, com o objetivo de melhorar sua produtividade no dia a dia, sem um direcionamento centralizado.",Não informado,Acima de 3.000,Indústria,Não informado,Não informado
SP,31,Masculino,Branca,0.0,"Remuneração/Salário, Flexibilidade de trabalho remoto, Propósito do trabalho e da empresa","Falta de maturidade analítica na empresa, Falta de oportunidade de crescimento no emprego atual, O clima de trabalho/ambiente não é bom",Não informado,de 7 a 10 anos,de R$ 16.001/mês a R$ 20.000/mês,Não informado,Não informado,Não informado,Não informado,Dados da empresa não estão prontos para uso de IA Generativa.,de 101 a 500,Varejo,51 - 100,Não é uma iniciativa que estamos focando e não tem sido uma prioridade.
SP,38,Feminino,Branca,0.0,"Remuneração/Salário, Benefícios",Gostaria de trabalhar em em outra área de atuação,Pleno,Mais de 10 anos,de R$ 4.001/mês a R$ 6.000/mês,Não utilizo nenhuma das linguagens listadas,Outra Opção,"Utilizo apenas soluções gratuitas (como por exemplo o ChatGPT), para me ajudar a ser mais produtivo no dia a dia.","Colaboradores utilizando soluções baseadas em AI Generativa (como o ChatGPT por exemplo) de forma independente, com o objetivo de melhorar sua produtividade no dia a dia, sem um direcionamento centralizado., Equipes de desenvolvimento utilizando soluções no estilo Copilot (Github Copilot, AWS CodeWhisperer etc) para obter mais produtividade no processo de desenvolvimento.",Não informado,de 11 a 50,Outra Opção,Não informado,Não informado
DF,38,Masculino,Parda,1.0,"Remuneração/Salário, Flexibilidade de trabalho remoto, Plano de carreira e oportunidades de crescimento profissional",Não informado,Sênior,de 7 a 10 anos,de R$ 25.001/mês a R$ 30.000/mês,"SQL, Python",Outra Opção,"Utilizo soluções no estilo ""Copilot"" (exemplo: Github Copilot, Amazon CodeWhisperer ou ChatGPT Plus) para ter mais produtividade no dia a dia.","Existe um direcionamento centralizado para que colaboradores utilizem soluções baseadas em AI Generativa (como o ChatGPT por exemplo), incluindo apoio nos custos das ferramentas., Uma ou mais equipes testando e aplicando soluções de AI Generativa e LLMs, com o objetivo de propor melhorias e inovações para impulsionar a diferenciação de produtos oferecidos para os clientes finais (exemplo: novos recursos, produtos, serviços etc)",Não informado,Acima de 3.000,Tecnologia/Fábrica de Software,Não informado,Não informado
MG,44,Masculino,Branca,1.0,"Remuneração/Salário, Qualidade dos gestores e líderes, Plano de carreira e oportunidades de crescimento profissional",Não informado,Não informado,de 3 a 4 anos,de R$ 8.001/mês a R$ 12.000/mês,Não informado,Não informado,Não informado,Não informado,"Falta de compreensão dos casos de uso., Preocupações com segurança e privacidade de dados., Dados da empresa não estão prontos para uso de IA Generativa.",de 101 a 500,Setor Alimentício,1 - 3,"Sim, está entre nossas principais prioridades para os próximos 2-4 anos (com discussões de iniciativas e orçamentos de curto a médio prazo)."
